Geneid	Chr	Start	End	Strand	Length	pDG_M-t0-1	pDG_M-t0-2	pDG7_M-t0-1	pDG7_M-t0-2	pDG-t0-1	pDG-t0-2	pDG7-t0-1	pDG7-t0-2	GIL01-t0-1	GIL01_M-t0-1
HIS92_RS22080	NZ_CP051858.1	4295458	4296285	+	828	50	68	34	56	64	89	82	131	49	18
HIS92_RS22085	NZ_CP051858.1	4296328	4298151	-	1824	6	22	21	27	10	8	12	27	22	17
HIS92_RS22090	NZ_CP051858.1	4298413	4298979	+	567	2	3	3	2	1	2	1	11	10	8
HIS92_RS22095	NZ_CP051858.1	4298976	4300082	+	1107	2	7	23	7	4	8	5	30	28	6
HIS92_RS22100	NZ_CP051858.1	4300124	4301197	-	1074	0	3	10	12	0	10	2	16	22	5
HIS92_RS22105	NZ_CP051858.1	4301409	4302308	+	900	7	11	10	10	4	6	6	22	13	11
HIS92_RS22110	NZ_CP051858.1	4302502	4302672	+	171	6	12	3	5	7	6	4	5	11	2
HIS92_RS22115	NZ_CP051858.1	4302746	4302853	-	108	0	3	0	1	1	1	0	2	2	7
HIS92_RS22120	NZ_CP051858.1	4302859	4303083	+	225	2	2	1	4	3	0	7	4	6	2
HIS92_RS22125	NZ_CP051858.1	4303119	4304306	-	1188	25	10	60	71	14	16	62	152	81	40
HIS92_RS22130	NZ_CP051858.1	4304474	4305466	+	993	1	2	3	2	0	2	3	3	7	2
HIS92_RS22135	NZ_CP051858.1	4305480	4306364	+	885	5	9	30	9	12	12	7	38	42	28
HIS92_RS22140	NZ_CP051858.1	4306477	4307136	+	660	6	9	14	9	13	12	16	27	44	15
HIS92_RS22145	NZ_CP051858.1	4307600	4309003	+	1404	382	498	294	507	798	845	1078	1321	1732	1112
HIS92_RS22150	NZ_CP051858.1	4309043	4309423	-	381	36	35	11	22	35	40	41	42	20	8
HIS92_RS22155	NZ_CP051858.1	4309440	4310150	-	711	6	18	3	14	10	8	12	9	8	2
HIS92_RS22160	NZ_CP051858.1	4310342	4311730	+	1389	970	1506	610	1500	1468	1957	1997	2327	1930	1508
HIS92_RS22165	NZ_CP051858.1	4311826	4312248	-	423	213	241	172	312	342	348	371	318	52	7
HIS92_RS22170	NZ_CP051858.1	4312479	4312856	-	378	7	1	3	3	1	5	1	3	7	1
HIS92_RS22175	NZ_CP051858.1	4313070	4313834	+	765	41	69	36	63	60	83	79	138	77	60
HIS92_RS22180	NZ_CP051858.1	4313932	4315341	+	1410	94	137	79	149	197	185	157	300	220	140
HIS92_RS22185	NZ_CP051858.1	4315399	4316097	-	699	39	78	42	99	35	52	42	57	25	15
HIS92_RS22190	NZ_CP051858.1	4316490	4316885	+	396	58	108	41	113	72	92	104	103	91	26
HIS92_RS22195	NZ_CP051858.1	4316996	4317409	+	414	130	133	97	164	146	139	183	225	181	63
HIS92_RS22200	NZ_CP051858.1	4317414	4318226	+	813	100	152	60	190	118	153	181	217	193	66
HIS92_RS22205	NZ_CP051858.1	4318281	4318994	+	714	1	6	10	8	1	6	3	12	29	3
HIS92_RS22210	NZ_CP051858.1	4319013	4319567	+	555	11	3	15	15	7	15	18	46	36	18
HIS92_RS22215	NZ_CP051858.1	4319585	4320265	+	681	13	19	21	24	25	31	23	32	49	17
HIS92_RS22220	NZ_CP051858.1	4320389	4320526	-	138	2	1	2	1	1	0	1	3	0	0
HIS92_RS22225	NZ_CP051858.1	4320526	4321620	-	1095	51	129	49	108	50	83	111	105	85	28
HIS92_RS22230	NZ_CP051858.1	4321764	4321940	+	177	3	4	13	2	2	1	4	5	14	2
HIS92_RS22235	NZ_CP051858.1	4321980	4322525	-	546	65	58	29	76	52	64	73	82	42	19
HIS92_RS22240	NZ_CP051858.1	4322676	4324007	+	1332	30	53	52	42	48	46	48	72	50	59
HIS92_RS22245	NZ_CP051858.1	4324162	4325409	+	1248	90	102	75	124	84	103	96	127	121	39
HIS92_RS22250	NZ_CP051858.1	4325442	4326398	-	957	118	157	216	169	210	203	230	285	247	113
HIS92_RS22255	NZ_CP051858.1	4326395	4327465	-	1071	26	44	63	71	65	70	56	103	117	85
HIS92_RS22260	NZ_CP051858.1	4327458	4327901	-	444	12	18	16	26	22	26	34	28	45	55
HIS92_RS22265	NZ_CP051858.1	4327898	4328386	-	489	28	27	47	48	34	62	65	66	89	45
HIS92_RS22270	NZ_CP051858.1	4328664	4329302	+	639	5	7	6	6	2	11	4	2	24	9
HIS92_RS22275	NZ_CP051858.1	4329307	4330407	+	1101	13	14	18	12	11	23	24	41	55	18
HIS92_RS22280	NZ_CP051858.1	4330544	4331482	+	939	5	17	19	7	4	15	5	25	25	9
HIS92_RS22285	NZ_CP051858.1	4331520	4332629	+	1110	5	7	14	11	10	14	6	48	43	9
HIS92_RS22290	NZ_CP051858.1	4332631	4333776	+	1146	13	28	36	24	33	48	45	66	54	27
HIS92_RS22295	NZ_CP051858.1	4333887	4335098	+	1212	5	5	23	8	3	5	2	21	20	3
HIS92_RS22300	NZ_CP051858.1	4335153	4335896	-	744	0	0	3	2	2	1	1	10	10	2
HIS92_RS22305	NZ_CP051858.1	4336273	4337544	+	1272	295	293	280	495	1226	1112	1422	1818	723	1472
HIS92_RS22310	NZ_CP051858.1	4337569	4339008	+	1440	645	613	554	861	2032	1818	2326	2558	1359	2386
HIS92_RS22315	NZ_CP051858.1	4339084	4340796	+	1713	368	366	292	426	871	821	881	1031	816	1517
HIS92_RS22320	NZ_CP051858.1	4340860	4342158	+	1299	16	22	21	26	30	33	52	49	80	158
HIS92_RS22325	NZ_CP051858.1	4342161	4343093	+	933	42	25	29	25	32	33	33	64	64	75
HIS92_RS22330	NZ_CP051858.1	4343211	4346405	+	3195	224	360	155	377	281	302	378	459	356	287
HIS92_RS22335	NZ_CP051858.1	4346507	4346641	-	135	17	22	12	14	9	23	28	27	38	20
HIS92_RS22340	NZ_CP051858.1	4347377	4348360	+	984	77	119	81	193	135	174	222	272	162	55
HIS92_RS22345	NZ_CP051858.1	4348423	4348875	-	453	50	40	42	48	52	49	51	74	70	70
HIS92_RS22350	NZ_CP051858.1	4349102	4350331	-	1230	18	35	11	27	30	31	21	48	44	53
HIS92_RS22355	NZ_CP051858.1	4350913	4351821	+	909	15	30	17	32	15	25	22	23	40	3
HIS92_RS22360	NZ_CP051858.1	4351826	4352437	+	612	12	14	27	23	14	30	7	30	29	4
HIS92_RS22365	NZ_CP051858.1	4352443	4354062	+	1620	39	79	51	44	42	71	70	80	71	11
HIS92_RS22370	NZ_CP051858.1	4354098	4354583	-	486	10	16	12	9	20	20	20	28	29	15
HIS92_RS22375	NZ_CP051858.1	4354721	4355983	+	1263	6	18	26	18	19	24	14	48	50	18
HIS92_RS22380	NZ_CP051858.1	4356198	4356662	-	465	5	3	4	3	1	1	4	1	7	0
HIS92_RS22385	NZ_CP051858.1	4357067	4357870	+	804	71	140	103	164	155	234	184	226	194	152
HIS92_RS22390	NZ_CP051858.1	4358023	4358562	+	540	10	13	17	13	12	13	10	32	27	12
HIS92_RS22395	NZ_CP051858.1	4358599	4360347	+	1749	60	90	55	91	98	96	74	152	172	84
HIS92_RS22400	NZ_CP051858.1	4360556	4361830	+	1275	25	16	24	30	12	25	21	37	63	27
HIS92_RS22405	NZ_CP051858.1	4361877	4362860	-	984	13	17	17	12	31	24	31	50	94	55
HIS92_RS22410	NZ_CP051858.1	4363547	4364806	+	1260	430	533	406	717	402	443	597	814	432	204
HIS92_RS22415	NZ_CP051858.1	4365018	4366229	+	1212	6	8	23	4	8	12	7	27	33	19
HIS92_RS22420	NZ_CP051858.1	4366240	4367157	+	918	20	29	30	25	33	45	20	33	42	37
HIS92_RS22425	NZ_CP051858.1	4367237	4367749	+	513	1	5	8	5	2	4	1	16	7	5
HIS92_RS22430	NZ_CP051858.1	4367843	4368670	+	828	4	4	27	12	4	13	10	23	28	3
HIS92_RS22435	NZ_CP051858.1	4368694	4369269	+	576	0	3	10	9	3	6	6	13	16	5
HIS92_RS22440	NZ_CP051858.1	4370032	4371369	+	1338	86	90	105	112	122	174	160	211	283	141
HIS92_RS22445	NZ_CP051858.1	4371413	4372117	-	705	81	94	54	113	113	127	153	216	272	76
HIS92_RS22450	NZ_CP051858.1	4372442	4372705	+	264	1749	1647	2860	2308	1868	2141	2270	2549	3599	802
HIS92_RS22455	NZ_CP051858.1	4372860	4373546	+	687	2	5	11	5	2	3	2	18	9	0
HIS92_RS22460	NZ_CP051858.1	4373657	4374298	+	642	843	1055	939	1436	828	910	882	1037	349	82
HIS92_RS22465	NZ_CP051858.1	4374441	4375328	+	888	3	2	38	23	4	12	7	44	57	12
HIS92_RS22470	NZ_CP051858.1	4375551	4375751	+	201	18	12	27	13	13	7	10	13	25	4
HIS92_RS22475	NZ_CP051858.1	4375915	4376451	-	537	142	74	80	263	170	80	169	201	105	76
HIS92_RS22480	NZ_CP051858.1	4376542	4377300	-	759	2	0	3	1	1	0	2	2	3	1
HIS92_RS22485	NZ_CP051858.1	4378229	4379128	+	900	2	6	6	4	1	13	5	24	29	2
HIS92_RS22490	NZ_CP051858.1	4379151	4380866	+	1716	15	23	30	24	12	22	22	44	68	29
HIS92_RS22495	NZ_CP051858.1	4380863	4381093	+	231	0	0	11	8	1	1	1	15	10	4
HIS92_RS22500	NZ_CP051858.1	4381108	4382115	+	1008	17	7	15	20	6	13	5	15	32	10
HIS92_RS22505	NZ_CP051858.1	4382162	4383835	+	1674	11	15	51	27	7	15	6	42	53	19
HIS92_RS22510	NZ_CP051858.1	4383867	4385129	+	1263	11	16	35	15	7	19	13	52	63	28
HIS92_RS22515	NZ_CP051858.1	4385220	4385447	-	228	0	4	1	3	5	6	7	16	8	2
HIS92_RS22520	NZ_CP051858.1	4385500	4386603	-	1104	34	31	18	27	42	73	89	92	105	13
HIS92_RS22525	NZ_CP051858.1	4386822	4387538	+	717	1	6	31	7	2	4	1	19	23	2
HIS92_RS22530	NZ_CP051858.1	4387557	4388408	+	852	3	6	12	11	0	5	2	34	29	6
HIS92_RS22535	NZ_CP051858.1	4388576	4389790	+	1215	137	174	101	133	98	110	81	114	141	106
HIS92_RS22540	NZ_CP051858.1	4389843	4390604	-	762	50	68	33	90	71	61	71	86	36	23
HIS92_RS22545	NZ_CP051858.1	4390810	4391733	+	924	291	333	249	329	287	260	280	330	265	94
HIS92_RS22550	NZ_CP051858.1	4391788	4392393	+	606	7	10	9	12	12	9	10	25	27	6
HIS92_RS22555	NZ_CP051858.1	4392475	4393119	+	645	88	97	52	108	102	103	142	175	79	51
HIS92_RS22560	NZ_CP051858.1	4393247	4394761	+	1515	68	71	47	63	55	94	79	114	78	66
HIS92_RS22565	NZ_CP051858.1	4394999	4395442	+	444	0	2	1	3	1	2	2	4	4	1
HIS92_RS22570	NZ_CP051858.1	4395470	4395829	+	360	4	4	5	2	0	1	3	3	10	2
HIS92_RS22575	NZ_CP051858.1	4395883	4397208	+	1326	745	903	297	775	381	330	432	550	1258	681
HIS92_RS22580	NZ_CP051858.1	4397364	4398992	+	1629	194	238	158	248	201	241	277	399	400	189
HIS92_RS22585	NZ_CP051858.1	4399044	4399574	-	531	21	17	13	28	11	20	25	34	17	4
HIS92_RS22590	NZ_CP051858.1	4399717	4400415	+	699	14	13	23	16	20	29	24	32	37	12
HIS92_RS22595	NZ_CP051858.1	4400381	4401481	+	1101	22	23	54	31	46	47	70	55	94	38
HIS92_RS22600	NZ_CP051858.1	4401553	4402413	+	861	11	7	26	20	22	18	23	32	31	16
HIS92_RS22605	NZ_CP051858.1	4402474	4403769	-	1296	329	505	291	551	483	692	569	648	254	141
HIS92_RS22610	NZ_CP051858.1	4404249	4405208	+	960	158	169	71	266	253	197	293	465	656	366
HIS92_RS22615	NZ_CP051858.1	4405366	4406841	-	1476	5	1	7	9	4	10	1	4	18	0
HIS92_RS22620	NZ_CP051858.1	4407017	4407961	+	945	12	23	23	27	18	22	26	25	35	11
HIS92_RS22625	NZ_CP051858.1	4408586	4410412	+	1827	572	793	462	773	888	983	1008	1183	1221	365
HIS92_RS22630	NZ_CP051858.1	4411011	4412171	+	1161	1930	2491	1264	5878	2128	2313	2700	2279	224	66
HIS92_RS22635	NZ_CP051858.1	4412209	4413417	+	1209	1275	1881	1027	4618	1527	1463	1735	1435	160	43
HIS92_RS22640	NZ_CP051858.1	4413525	4414604	+	1080	194	320	216	790	263	265	250	250	31	13
HIS92_RS22645	NZ_CP051858.1	4415228	4416457	+	1230	24	33	43	42	18	22	26	59	55	21
HIS92_RS22650	NZ_CP051858.1	4416604	4417974	+	1371	28	38	41	44	28	35	19	37	57	23
HIS92_RS22655	NZ_CP051858.1	4418380	4418964	+	585	32	22	31	36	11	33	24	43	23	19
HIS92_RS22660	NZ_CP051858.1	4419027	4419650	+	624	20	29	33	27	42	46	25	49	59	34
HIS92_RS22665	NZ_CP051858.1	4419957	4420268	-	312	5	13	19	21	9	11	18	23	19	9
HIS92_RS22670	NZ_CP051858.1	4420360	4421013	-	654	8	12	21	23	12	28	19	40	35	13
HIS92_RS22675	NZ_CP051858.1	4421653	4422243	+	591	71	92	47	110	105	111	129	163	81	27
HIS92_RS22680	NZ_CP051858.1	4422507	4423454	+	948	114	182	77	181	118	175	169	209	203	71
HIS92_RS22685	NZ_CP051858.1	4423760	4424431	+	672	2084	3935	1166	3778	2176	2699	2663	3184	569	174
HIS92_RS22690	NZ_CP051858.1	4424534	4425715	+	1182	774	1418	652	1521	777	918	881	1330	330	130
HIS92_RS22695	NZ_CP051858.1	4425752	4427053	+	1302	661	1220	590	1366	531	585	527	871	248	124
HIS92_RS22700	NZ_CP051858.1	4427086	4427481	+	396	264	474	283	577	148	189	166	222	52	22
HIS92_RS22705	NZ_CP051858.1	4427830	4428105	+	276	32	48	20	52	26	40	39	76	39	79
HIS92_RS22710	NZ_CP051858.1	4428147	4428509	+	363	6	25	7	35	22	15	18	27	41	56
HIS92_RS22715	NZ_CP051858.1	4428506	4430047	+	1542	55	75	52	100	73	60	67	109	148	214
HIS92_RS22720	NZ_CP051858.1	4430101	4430715	+	615	30	55	21	36	28	32	27	44	61	79
HIS92_RS22725	NZ_CP051858.1	4430979	4431122	+	144	0	0	0	1	1	0	0	2	0	0
HIS92_RS22730	NZ_CP051858.1	4431227	4431622	+	396	1	2	2	2	0	0	2	6	3	0
HIS92_RS22735	NZ_CP051858.1	4431640	4432119	+	480	6	14	15	8	7	8	16	24	19	10
HIS92_RS22740	NZ_CP051858.1	4432167	4432397	-	231	35	48	39	44	58	68	58	85	23	1
HIS92_RS22745	NZ_CP051858.1	4432587	4433870	+	1284	63	97	32	93	53	70	129	124	97	28
HIS92_RS22750	NZ_CP051858.1	4433966	4434601	-	636	121	135	64	149	113	68	67	72	115	115
HIS92_RS22755	NZ_CP051858.1	4434958	4436598	+	1641	12	11	12	6	4	14	14	30	30	5
HIS92_RS22760	NZ_CP051858.1	4436650	4437169	-	520	2	3	9	8	2	5	1	1	2	1
HIS92_RS22765	NZ_CP051858.1	4437492	4439636	+	2145	110	108	146	91	143	174	178	257	309	209
HIS92_RS22770	NZ_CP051858.1	4439842	4441089	+	1248	39	33	48	43	31	42	41	72	82	23
HIS92_RS22775	NZ_CP051858.1	4441294	4442260	-	967	103	95	131	135	91	140	155	162	170	139
HIS92_RS22780	NZ_CP051858.1	4442555	4443247	+	693	47	80	29	72	78	53	88	99	42	16
HIS92_RS22785	NZ_CP051858.1	4443486	4444844	+	1359	854	1009	768	1249	901	942	1405	1759	473	123
HIS92_RS22790	NZ_CP051858.1	4444928	4445347	+	420	29	34	15	31	36	50	51	66	97	44
HIS92_RS22795	NZ_CP051858.1	4445677	4447326	+	1650	3	14	28	24	13	15	11	36	44	21
HIS92_RS22800	NZ_CP051858.1	4447361	4447981	+	621	11	13	16	20	7	11	10	30	27	20
HIS92_RS22805	NZ_CP051858.1	4448024	4448929	-	906	15	13	18	9	13	12	23	37	39	28
HIS92_RS22810	NZ_CP051858.1	4449027	4449896	+	870	9	15	19	20	14	17	9	30	24	14
HIS92_RS22815	NZ_CP051858.1	4450017	4450448	+	432	2	8	5	3	4	4	4	4	5	2
HIS92_RS22820	NZ_CP051858.1	4450520	4451170	+	651	3	2	6	4	1	2	1	13	8	1
HIS92_RS22825	NZ_CP051858.1	4451228	4451830	+	603	9	10	8	12	10	9	4	19	13	15
HIS92_RS22830	NZ_CP051858.1	4452199	4453809	+	1611	15	30	49	21	25	41	28	48	82	33
HIS92_RS22835	NZ_CP051858.1	4453992	4455005	+	1014	14	28	21	30	28	46	50	60	68	21
HIS92_RS22840	NZ_CP051858.1	4455093	4456037	-	945	401	624	254	631	581	639	739	927	1345	1014
HIS92_RS22845	NZ_CP051858.1	4456238	4457674	+	1437	4	5	9	6	3	10	4	27	20	4
HIS92_RS22850	NZ_CP051858.1	4457781	4458704	+	924	241	341	226	452	318	345	458	520	530	125
HIS92_RS22855	NZ_CP051858.1	4458968	4460185	+	1218	8	8	36	14	2	17	2	45	46	12
HIS92_RS22860	NZ_CP051858.1	4460276	4461049	+	774	0	6	17	2	0	7	1	9	11	3
HIS92_RS22865	NZ_CP051858.1	4461027	4461728	+	702	0	1	21	11	3	11	1	25	31	6
HIS92_RS22870	NZ_CP051858.1	4461750	4462610	+	861	3	11	16	11	2	7	2	27	31	4
HIS92_RS22875	NZ_CP051858.1	4462660	4463613	+	954	5	14	20	14	10	17	14	31	30	9
HIS92_RS22880	NZ_CP051858.1	4463707	4464495	-	789	39	56	28	45	44	52	81	79	50	19
HIS92_RS22885	NZ_CP051858.1	4464616	4465164	+	549	6	1	5	16	10	10	7	8	13	2
HIS92_RS22890	NZ_CP051858.1	4465206	4465613	+	408	1	0	1	2	6	2	3	3	5	0
HIS92_RS22895	NZ_CP051858.1	4465615	4465938	+	324	0	0	1	5	0	7	1	6	2	0
HIS92_RS22900	NZ_CP051858.1	4466091	4466534	+	444	554	669	691	694	643	836	818	1072	552	120
HIS92_RS22905	NZ_CP051858.1	4466654	4467709	+	1056	169	234	140	230	158	238	197	233	68	16
HIS92_RS22910	NZ_CP051858.1	4468301	4469704	+	1404	1191	1261	998	1173	2049	2489	2136	2033	2559	557
HIS92_RS22915	NZ_CP051858.1	4469691	4470707	+	1017	798	1216	686	1035	1119	1759	1212	1051	1355	306
HIS92_RS22920	NZ_CP051858.1	4470707	4472428	+	1722	898	1239	789	933	1102	1613	1188	1072	1193	273
HIS92_RS22925	NZ_CP051858.1	4472425	4474149	+	1725	939	1505	652	974	687	1143	782	752	703	200
HIS92_RS22930	NZ_CP051858.1	4474282	4475430	+	1149	4	15	14	11	11	8	3	16	33	9
HIS92_RS22935	NZ_CP051858.1	4475538	4478099	+	2562	9	21	30	23	14	20	12	33	35	17
HIS92_RS22940	NZ_CP051858.1	4478119	4479249	+	1131	2	11	26	11	10	11	3	21	20	10
HIS92_RS22945	NZ_CP051858.1	4479242	4479808	+	567	6	7	2	4	1	3	0	19	14	4
HIS92_RS22950	NZ_CP051858.1	4479993	4480214	+	222	1	0	1	3	0	2	0	2	17	1
HIS92_RS22955	NZ_CP051858.1	4480305	4480751	+	447	9	20	15	19	8	24	15	19	22	5
HIS92_RS22960	NZ_CP051858.1	4480787	4481125	-	339	72	68	48	90	84	82	96	125	185	162
HIS92_RS22965	NZ_CP051858.1	4481118	4481459	-	342	31	45	21	57	48	72	80	95	93	97
HIS92_RS22970	NZ_CP051858.1	4481603	4482604	-	1002	30	45	41	38	36	45	67	47	59	22
HIS92_RS22975	NZ_CP051858.1	4482932	4483885	+	954	40	66	35	78	60	72	52	141	155	118
HIS92_RS22980	NZ_CP051858.1	4484132	4484734	+	603	531	907	260	855	442	557	575	630	178	49
HIS92_RS22985	NZ_CP051858.1	4484777	4484947	-	171	50	132	61	130	129	185	139	180	235	40
HIS92_RS22990	NZ_CP051858.1	4485550	4486842	+	1293	13352	21072	10025	23157	22070	24868	28131	33318	33079	21678
HIS92_RS22995	NZ_CP051858.1	4486942	4487706	-	765	81	129	34	137	165	110	148	200	415	264
HIS92_RS23000	NZ_CP051858.1	4487943	4489703	+	1761	68	107	80	133	124	124	146	227	190	198
HIS92_RS23005	NZ_CP051858.1	4489744	4490421	+	678	36	55	30	49	73	73	75	115	92	94
HIS92_RS23010	NZ_CP051858.1	4490418	4491491	+	1074	61	68	46	72	97	113	102	171	169	157
HIS92_RS23015	NZ_CP051858.1	4491719	4492438	+	720	1041	1693	613	1878	1461	1482	1871	2042	1488	660
HIS92_RS23020	NZ_CP051858.1	4492586	4492996	+	411	37	31	14	39	31	30	40	55	34	34
HIS92_RS23025	NZ_CP051858.1	4493151	4493405	+	255	23	38	9	42	21	25	45	34	27	20
HIS92_RS23030	NZ_CP051858.1	4493535	4494404	+	870	131	179	93	294	155	205	205	305	128	86
HIS92_RS23035	NZ_CP051858.1	4494523	4495350	+	828	2	2	10	2	1	1	2	8	9	4
HIS92_RS23040	NZ_CP051858.1	4495421	4495759	+	339	34	56	38	45	34	50	45	71	51	38
HIS92_RS23045	NZ_CP051858.1	4495812	4496420	-	609	92	142	40	172	153	160	191	226	193	58
HIS92_RS23050	NZ_CP051858.1	4496502	4497140	+	639	24	25	24	22	17	28	30	19	28	27
HIS92_RS23055	NZ_CP051858.1	4498106	4499401	+	1296	4	11	24	17	9	22	9	49	72	15
HIS92_RS23060	NZ_CP051858.1	4499394	4500452	+	1059	2	11	13	9	2	9	3	29	26	12
HIS92_RS23065	NZ_CP051858.1	4500449	4501342	+	894	10	10	22	18	8	17	14	27	29	16
HIS92_RS23070	NZ_CP051858.1	4501476	4501685	+	210	0	2	1	5	2	4	2	7	6	3
HIS92_RS23075	NZ_CP051858.1	4501893	4504196	+	2304	5	16	22	15	11	23	8	31	42	10
HIS92_RS23080	NZ_CP051858.1	4504517	4505518	+	1002	277	342	337	593	695	653	812	1182	701	187
HIS92_RS23085	NZ_CP051858.1	4506103	4506924	+	822	439	883	434	1110	1165	1324	1620	1800	1487	749
HIS92_RS23090	NZ_CP051858.1	4506939	4507595	+	657	1336	1532	1958	2099	2594	2601	3229	4278	3193	1157
HIS92_RS23095	NZ_CP051858.1	4507755	4508435	+	681	146	171	77	102	87	124	144	154	142	56
HIS92_RS23100	NZ_CP051858.1	4508532	4509065	+	534	6	15	17	12	7	12	4	16	21	5
HIS92_RS23105	NZ_CP051858.1	4509383	4511191	+	1809	32	38	38	27	76	71	111	168	150	45
HIS92_RS23110	NZ_CP051858.1	4511252	4513090	+	1839	20	24	28	29	41	57	41	78	118	40
HIS92_RS23115	NZ_CP051858.1	4513077	4514315	+	1239	11	17	25	13	16	17	9	33	38	15
HIS92_RS23120	NZ_CP051858.1	4514312	4514587	+	276	4	10	6	3	3	4	1	11	3	3
HIS92_RS23125	NZ_CP051858.1	4514611	4515594	+	984	84	107	75	124	117	103	146	206	194	260
HIS92_RS23130	NZ_CP051858.1	4515632	4516474	+	843	95	158	62	156	120	111	121	160	207	237
HIS92_RS23135	NZ_CP051858.1	4516599	4516805	+	207	0	4	3	0	0	0	0	1	5	2
HIS92_RS23140	NZ_CP051858.1	4517041	4518270	+	1230	6	2	27	14	1	9	1	27	31	3
HIS92_RS23145	NZ_CP051858.1	4518324	4518938	-	615	4	12	15	11	13	13	10	17	15	3
HIS92_RS23150	NZ_CP051858.1	4519057	4520499	+	1443	21	32	27	40	28	37	32	43	45	47
HIS92_RS23155	NZ_CP051858.1	4520512	4520679	+	168	9	14	9	10	11	5	10	9	10	7
HIS92_RS23160	NZ_CP051858.1	4520793	4521758	-	966	1	2	13	0	0	3	0	4	6	1
HIS92_RS23165	NZ_CP051858.1	4521846	4521989	-	144	0	0	3	0	0	0	0	0	2	0
HIS92_RS23170	NZ_CP051858.1	4522208	4522960	+	753	119	103	66	128	126	145	169	209	143	50
HIS92_RS23175	NZ_CP051858.1	4523111	4524271	+	1161	258	338	296	919	531	505	710	704	396	120
HIS92_RS23180	NZ_CP051858.1	4524379	4524576	+	198	0	4	2	6	2	9	3	4	0	2
HIS92_RS23185	NZ_CP051858.1	4524605	4525066	+	462	9	25	19	27	22	22	27	34	56	11
HIS92_RS23190	NZ_CP051858.1	4525108	4525926	-	819	434	587	247	614	521	600	616	752	413	318
HIS92_RS23195	NZ_CP051858.1	4526202	4528083	+	1882	31	39	35	51	36	42	48	77	66	17
HIS92_RS23200	NZ_CP051858.1	4528199	4528486	+	288	31	70	26	59	39	75	74	103	139	45
HIS92_RS23205	NZ_CP051858.1	4528762	4529709	+	948	4	14	25	18	8	19	10	26	38	10
HIS92_RS23210	NZ_CP051858.1	4529749	4530057	-	309	146	113	52	156	68	61	105	144	71	74
HIS92_RS23215	NZ_CP051858.1	4530164	4531099	+	936	0	4	14	11	0	7	6	16	30	4
HIS92_RS23220	NZ_CP051858.1	4531124	4531753	+	630	0	6	8	2	0	3	1	6	12	4
HIS92_RS23225	NZ_CP051858.1	4532073	4532297	-	225	262	324	190	328	330	343	473	454	224	40
HIS92_RS23230	NZ_CP051858.1	4532382	4532729	-	348	61	104	26	114	114	149	159	184	103	37
HIS92_RS23235	NZ_CP051858.1	4532926	4533402	+	477	0	5	9	2	1	10	3	13	24	0
HIS92_RS23240	NZ_CP051858.1	4533636	4534685	+	1050	29	64	39	61	58	81	87	136	124	21
HIS92_RS23245	NZ_CP051858.1	4534886	4536868	+	1983	188	166	124	131	283	246	227	391	293	122
HIS92_RS23250	NZ_CP051858.1	4537065	4537370	+	306	97	75	84	98	80	88	84	108	74	17
HIS92_RS23255	NZ_CP051858.1	4537692	4538057	+	366	130	153	86	185	146	137	203	258	84	45
HIS92_RS23260	NZ_CP051858.1	4538092	4539132	-	1041	7	3	15	2	4	4	1	17	16	6
HIS92_RS23265	NZ_CP051858.1	4539374	4539817	+	444	4393	6098	2431	5585	2934	3919	3669	3468	1025	317
HIS92_RS23270	NZ_CP051858.1	4539920	4540375	+	456	268	310	138	360	390	303	476	571	320	90
HIS92_RS23275	NZ_CP051858.1	4540590	4541534	+	945	35	39	40	65	33	30	66	70	70	23
HIS92_RS23280	NZ_CP051858.1	4541579	4542580	-	1002	155	174	62	181	104	90	140	212	103	103
HIS92_RS23285	NZ_CP051858.1	4542685	4542876	-	192	0	0	0	4	2	0	0	1	1	3
HIS92_RS23290	NZ_CP051858.1	4543054	4544517	+	1464	2	7	24	8	2	2	5	19	34	13
HIS92_RS23295	NZ_CP051858.1	4544602	4545186	+	585	12	33	24	10	11	20	19	31	30	4
HIS92_RS23300	NZ_CP051858.1	4545211	4546113	-	903	457	508	339	534	413	466	411	476	454	666
HIS92_RS23305	NZ_CP051858.1	4546279	4547229	+	951	304	384	143	406	230	228	342	382	242	94
HIS92_RS23310	NZ_CP051858.1	4547342	4547812	-	471	180	98	176	133	250	253	319	445	610	127
HIS92_RS23315	NZ_CP051858.1	4547951	4548901	-	951	223	268	247	381	353	305	541	628	639	152
HIS92_RS23320	NZ_CP051858.1	4549168	4549317	+	150	0	0	0	0	0	0	0	2	0	1
HIS92_RS23325	NZ_CP051858.1	4549433	4550092	+	660	254	252	92	272	288	247	300	379	184	99
HIS92_RS23330	NZ_CP051858.1	4550122	4551159	-	1038	39	37	23	44	29	34	23	56	39	44
HIS92_RS23335	NZ_CP051858.1	4551293	4551745	+	453	18	35	33	44	30	46	46	56	38	13
HIS92_RS23340	NZ_CP051858.1	4551771	4552757	+	987	75	80	78	96	61	72	75	98	103	37
HIS92_RS23345	NZ_CP051858.1	4552842	4554503	+	1662	1	15	19	9	9	22	13	26	41	4
HIS92_RS23350	NZ_CP051858.1	4554563	4554979	+	417	5	3	4	9	2	4	8	9	8	6
HIS92_RS23355	NZ_CP051858.1	4554993	4555538	+	546	0	1	11	15	4	3	0	11	16	7
HIS92_RS23360	NZ_CP051858.1	4555552	4556163	+	612	6	8	40	9	4	13	8	39	38	11
