Geneid	Chr	Start	End	Strand	Length	G-t0-1	G-t0-2	G-t5-1	G-t5-2	G-t10-1	G-t10-2	G-t20-1	G-t20-2	G-t30-1	G-t30-2	G_M-t5-1	G_M-t5-2	G_M-t10-1	G_M-t10-2	G_M-t20-1	G_M-t20-2	G_M-t30-1	G_M-t30-2
HIS92_RS24045	NZ_CP051858.1	4682707	4683780	+	1074	19	6	8	10	7	9	12	6	15	12	5	8	17	6	9	7	5	5
HIS92_RS24050	NZ_CP051858.1	4683777	4683902	+	126	0	1	0	0	0	0	0	0	0	2	0	0	1	2	0	2	3	0
HIS92_RS24055	NZ_CP051858.1	4684222	4685049	-	828	3	0	4	0	5	0	1	0	2	0	4	0	3	0	1	1	2	0
HIS92_RS24060	NZ_CP051858.1	4685159	4685806	+	648	69	141	115	121	149	175	172	112	81	118	89	101	152	100	120	145	109	87
HIS92_RS24065	NZ_CP051858.1	4685803	4687698	+	1896	346	759	671	655	778	776	930	683	435	721	423	644	743	525	676	767	553	690
HIS92_RS24070	NZ_CP051858.1	4687774	4688505	+	732	4303	3179	2632	2480	2152	2139	2331	2963	5141	2538	2888	2430	2129	2571	1742	4932	2284	4142
HIS92_RS24075	NZ_CP051858.1	4688616	4688870	+	255	1881	1549	1220	562	775	758	825	783	2367	646	812	705	692	1039	361	1771	574	1081
HIS92_RS24080	NZ_CP051858.1	4689032	4689367	+	336	6	10	2	2	4	3	4	1	7	4	4	4	4	0	6	9	4	1
HIS92_RS24085	NZ_CP051858.1	4689700	4690173	+	474	13	23	14	28	27	11	34	18	22	16	11	12	20	13	10	16	11	35
HIS92_RS24090	NZ_CP051858.1	4690468	4691595	+	1128	202	433	381	323	487	479	567	314	269	317	250	277	531	304	535	457	480	346
HIS92_RS24095	NZ_CP051858.1	4691599	4691982	+	384	76	187	155	177	207	199	228	114	70	110	85	113	205	88	227	187	188	129
HIS92_RS24100	NZ_CP051858.1	4692066	4692500	+	435	470	1064	760	845	991	1049	1053	685	580	678	544	633	1007	644	887	886	820	734
HIS92_RS24105	NZ_CP051858.1	4692550	4693326	+	777	70	101	117	93	139	132	155	105	81	111	95	79	159	51	136	119	128	109
HIS92_RS24110	NZ_CP051858.1	4693627	4695315	+	1689	45	81	90	74	109	96	165	65	53	68	55	45	133	61	116	59	74	46
HIS92_RS24115	NZ_CP051858.1	4695428	4695757	+	330	9	2	6	9	13	11	15	13	7	7	9	4	16	7	10	6	3	12
HIS92_RS24120	NZ_CP051858.1	4695787	4696005	+	219	6	0	7	6	3	2	8	3	12	1	4	8	7	1	8	9	0	9
HIS92_RS24125	NZ_CP051858.1	4696117	4696608	+	492	1	9	9	3	1	2	5	4	1	8	4	4	3	0	5	2	4	6
HIS92_RS24130	NZ_CP051858.1	4697189	4701391	+	4203	179	375	340	393	433	436	547	361	320	319	274	223	496	239	429	329	297	191
HIS92_RS24135	NZ_CP051858.1	4701778	4704879	+	3102	136	302	272	250	330	343	352	230	191	243	201	215	321	184	249	261	251	163
HIS92_RS24140	NZ_CP051858.1	4705201	4706712	+	1512	1	12	7	1	7	6	2	1	2	1	1	1	6	4	2	16	5	5
HIS92_RS24145	NZ_CP051858.1	4706819	4707298	-	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIS92_RS24150	NZ_CP051858.1	4707843	4709141	+	1299	19	27	41	44	52	49	66	45	34	26	42	31	51	20	42	18	29	14
HIS92_RS24155	NZ_CP051858.1	4709665	4711005	+	1341	30	26	66	21	62	26	58	17	70	28	46	25	52	15	44	9	24	8
HIS92_RS24160	NZ_CP051858.1	4711052	4711957	+	906	19	21	51	29	62	21	56	22	40	26	36	20	42	29	26	23	23	8
HIS92_RS24165	NZ_CP051858.1	4711994	4712569	-	576	26	63	32	35	58	47	71	36	41	28	29	59	46	37	51	62	26	38
HIS92_RS24170	NZ_CP051858.1	4712594	4713391	-	798	41	72	66	73	85	85	66	69	37	57	46	87	82	63	71	58	64	57
HIS92_RS24175	NZ_CP051858.1	4713582	4714247	+	666	9	16	13	20	21	20	21	15	23	7	20	12	21	3	21	8	8	9
HIS92_RS24180	NZ_CP051858.1	4714453	4715892	+	1440	2	2	4	3	3	6	1	9	2	2	4	2	5	5	1	4	3	5
HIS92_RS24185	NZ_CP051858.1	4715971	4717173	+	1203	7	5	4	4	9	6	4	2	6	2	0	9	3	1	2	3	0	1
HIS92_RS24190	NZ_CP051858.1	4717360	4718055	+	696	3	5	1	2	4	4	0	1	1	1	0	0	4	0	3	0	1	0
HIS92_RS24195	NZ_CP051858.1	4718144	4718617	+	474	49	77	72	79	132	105	167	77	75	67	71	53	124	64	112	88	102	91
HIS92_RS24200	NZ_CP051858.1	4718614	4719054	+	441	26	25	50	22	50	32	63	19	54	22	18	22	36	27	50	53	41	28
HIS92_RS24205	NZ_CP051858.1	4719296	4719718	+	423	7	39	37	25	23	23	28	41	27	30	13	18	24	23	39	36	27	26
HIS92_RS24210	NZ_CP051858.1	4719729	4719947	+	219	7	11	12	13	25	29	28	12	15	25	16	17	17	13	16	23	19	17
HIS92_RS24215	NZ_CP051858.1	4720096	4720623	-	528	13	22	5	37	19	37	13	33	7	8	9	30	17	28	9	21	4	7
HIS92_RS24220	NZ_CP051858.1	4720653	4721084	-	432	4	18	7	14	7	28	7	14	7	12	9	5	12	10	13	12	9	7
HIS92_RS24225	NZ_CP051858.1	4721238	4721948	+	711	26	43	32	41	44	48	50	45	42	29	32	40	66	62	23	39	42	36
HIS92_RS24230	NZ_CP051858.1	4721941	4723140	+	1200	153	191	123	136	160	148	176	165	193	162	133	160	135	163	102	180	142	117
HIS92_RS24235	NZ_CP051858.1	4723423	4724010	+	588	202	251	283	342	299	308	370	327	327	269	221	362	335	369	319	446	258	325
HIS92_RS24240	NZ_CP051858.1	4724117	4724752	+	636	9	29	21	25	15	38	19	14	14	18	9	16	22	17	15	21	10	22
HIS92_RS24245	NZ_CP051858.1	4724754	4725140	+	387	7	11	8	4	9	9	12	7	8	2	8	8	11	19	3	7	1	6
HIS92_RS24250	NZ_CP051858.1	4725152	4726084	+	933	25	32	17	33	23	41	31	33	26	24	20	35	35	18	35	36	17	20
HIS92_RS24255	NZ_CP051858.1	4726135	4727592	-	1458	39	101	59	104	99	94	85	72	44	59	45	57	85	76	79	73	57	80
HIS92_RS24260	NZ_CP051858.1	4727791	4728747	+	957	513	357	426	292	428	415	513	298	501	300	322	292	433	233	356	504	279	308
HIS92_RS24265	NZ_CP051858.1	4728767	4729255	+	489	507	463	391	335	376	348	356	291	592	329	349	315	418	299	272	547	304	344
HIS92_RS24270	NZ_CP051858.1	4729412	4731397	+	1986	3420	4325	2958	2731	2882	3141	3062	4180	4564	3948	2598	4474	2959	4070	2212	5623	2701	5953
HIS92_RS24275	NZ_CP051858.1	4731637	4732272	+	636	59	57	64	66	92	55	106	60	49	52	57	37	81	41	75	56	50	31
HIS92_RS24280	NZ_CP051858.1	4732384	4733103	+	720	1431	920	1144	687	916	805	989	920	1635	995	920	941	882	1086	723	1752	987	1526
HIS92_RS24285	NZ_CP051858.1	4733145	4733801	-	657	35	89	80	89	98	67	100	91	72	98	86	89	100	62	94	104	67	82
HIS92_RS24290	NZ_CP051858.1	4734015	4734200	+	186	2	2	5	0	3	1	0	0	4	3	2	4	2	1	0	1	3	2
HIS92_RS24295	NZ_CP051858.1	4734258	4734983	+	726	12	19	14	8	16	12	8	6	12	13	20	7	8	6	14	12	8	10
HIS92_RS24300	NZ_CP051858.1	4735313	4735564	+	252	5	11	8	8	4	7	7	6	8	12	8	7	7	8	4	10	3	9
HIS92_RS24305	NZ_CP051858.1	4735717	4736559	+	843	861	535	740	485	795	562	953	421	1003	497	695	388	727	332	707	830	662	581
HIS92_RS24310	NZ_CP051858.1	4736835	4737809	-	975	21	39	48	53	51	67	73	39	22	30	27	58	51	27	60	44	43	19
HIS92_RS24315	NZ_CP051858.1	4738145	4738732	+	588	652	1363	722	1323	824	1202	1069	1495	1075	1072	731	1494	880	1510	879	2030	770	1401
HIS92_RS24320	NZ_CP051858.1	4738768	4739229	-	462	4	1	0	0	6	1	2	0	1	0	4	0	4	0	1	2	2	1
HIS92_RS24325	NZ_CP051858.1	4739447	4741348	+	1902	3303	7332	6166	7985	8648	7866	9818	5814	4302	6123	5288	4646	9031	4292	8443	6493	5753	5276
HIS92_RS24330	NZ_CP051858.1	4741442	4741801	+	360	128	93	130	62	129	90	139	57	176	73	88	63	102	60	91	133	87	94
HIS92_RS24335	NZ_CP051858.1	4741853	4742182	+	330	238	185	176	70	127	103	134	87	233	164	178	103	114	116	67	260	108	166
HIS92_RS24340	NZ_CP051858.1	4742285	4743271	+	987	8	5	6	5	9	4	8	3	3	5	7	3	7	3	6	3	8	3
HIS92_RS24345	NZ_CP051858.1	4743511	4744476	+	966	182	407	230	261	172	173	221	262	304	448	170	464	185	286	138	279	168	341
HIS92_RS24350	NZ_CP051858.1	4744603	4745478	+	876	23	48	36	33	32	43	32	37	18	39	19	50	43	16	25	30	11	30
HIS92_RS24355	NZ_CP051858.1	4745577	4746224	+	648	99	132	113	125	194	140	167	126	114	112	106	97	160	72	174	140	108	69
HIS92_RS24360	NZ_CP051858.1	4746467	4746955	+	489	422	242	388	192	267	212	297	319	687	329	344	307	226	341	143	560	208	306
HIS92_RS24365	NZ_CP051858.1	4747391	4747939	+	549	31	66	41	55	63	52	58	38	43	45	34	38	58	53	60	60	52	51
HIS92_RS24370	NZ_CP051858.1	4747974	4748423	-	450	0	0	1	0	1	0	2	0	0	0	0	2	0	0	2	0	0	0
HIS92_RS24375	NZ_CP051858.1	4748655	4749548	+	894	33	42	65	53	33	59	67	81	57	53	42	93	39	63	33	76	31	46
HIS92_RS24380	NZ_CP051858.1	4749728	4750825	+	1098	5	9	9	6	8	11	16	6	6	9	3	6	6	9	7	2	6	3
HIS92_RS24385	NZ_CP051858.1	4750840	4751481	+	642	3	11	9	6	15	3	9	10	3	4	13	2	6	7	8	2	9	5
HIS92_RS24390	NZ_CP051858.1	4751685	4752539	+	855	34	82	74	93	102	101	114	84	47	70	44	42	105	52	98	60	67	42
HIS92_RS24395	NZ_CP051858.1	4752702	4753565	+	864	33	52	54	76	73	71	80	75	37	71	54	41	74	39	98	59	42	40
HIS92_RS24400	NZ_CP051858.1	4753861	4754898	+	1038	81	253	172	359	236	386	268	273	133	175	115	340	270	249	232	255	132	113
HIS92_RS24405	NZ_CP051858.1	4755050	4756069	-	1020	2	28	8	13	11	15	22	10	12	23	9	5	11	7	18	13	17	7
HIS92_RS24410	NZ_CP051858.1	4756066	4756968	-	903	0	1	0	0	0	0	2	2	2	0	0	0	0	0	1	1	0	0
HIS92_RS24415	NZ_CP051858.1	4757529	4759064	+	1536	41	77	77	84	95	85	111	36	43	36	41	44	122	33	87	40	52	30
HIS92_RS24420	NZ_CP051858.1	4759082	4760431	+	1350	34	70	73	68	102	79	111	40	25	35	61	52	100	30	85	35	59	26
HIS92_RS24425	NZ_CP051858.1	4760450	4761346	+	897	47	98	69	78	92	87	133	51	22	47	59	57	103	48	87	59	42	43
HIS92_RS24430	NZ_CP051858.1	4761415	4762179	-	765	1	2	4	4	3	1	4	0	0	2	1	1	0	3	2	1	0	1
HIS92_RS24435	NZ_CP051858.1	4762319	4763539	+	1221	0	0	2	2	1	3	4	3	3	0	4	1	1	1	0	1	1	4
HIS92_RS24440	NZ_CP051858.1	4763574	4764728	+	1155	1	2	2	2	3	2	1	1	2	3	1	1	5	2	3	2	4	5
HIS92_RS24445	NZ_CP051858.1	4764873	4765409	+	537	7	8	6	4	8	9	9	1	3	3	8	10	5	7	7	7	5	10
HIS92_RS24450	NZ_CP051858.1	4765411	4766640	+	1230	34	52	35	43	48	29	65	40	29	55	25	32	62	28	57	47	33	57
HIS92_RS24455	NZ_CP051858.1	4766705	4767262	+	558	23	36	26	49	35	23	53	34	39	44	31	54	46	58	29	37	28	59
HIS92_RS24460	NZ_CP051858.1	4767363	4768310	+	948	89	186	120	157	142	171	177	203	188	153	98	193	120	187	181	337	230	371
HIS92_RS24465	NZ_CP051858.1	4768314	4769825	+	1512	144	311	180	294	202	264	260	264	241	211	130	322	214	266	219	495	328	613
HIS92_RS24470	NZ_CP051858.1	4770039	4771466	+	1428	403	450	517	431	386	405	483	564	541	469	329	606	396	453	364	664	332	536
HIS92_RS24475	NZ_CP051858.1	4771544	4771804	+	261	24	20	12	18	9	27	12	27	36	10	13	29	15	34	6	43	7	29
HIS92_RS24480	NZ_CP051858.1	4771910	4773727	+	1818	2	7	7	13	6	2	10	5	1	9	5	4	9	2	9	8	2	6
HIS92_RS24485	NZ_CP051858.1	4773717	4775567	+	1851	7	8	11	7	5	19	15	9	3	10	7	4	4	7	11	11	3	8
HIS92_RS24490	NZ_CP051858.1	4775844	4776440	+	597	80	35	63	53	44	53	62	37	85	48	42	35	56	42	63	54	67	40
HIS92_RS24495	NZ_CP051858.1	4776537	4777079	-	543	2	1	0	3	0	0	2	0	0	1	0	0	2	2	1	0	0	0
HIS92_RS24500	NZ_CP051858.1	4777434	4778789	+	1356	38	76	82	70	101	101	88	57	72	73	53	58	101	59	73	83	83	82
HIS92_RS24505	NZ_CP051858.1	4778922	4780346	+	1425	196	342	292	192	357	307	483	218	298	291	201	231	315	221	312	379	441	385
HIS92_RS24510	NZ_CP051858.1	4780450	4780842	-	393	300	223	202	271	210	198	282	232	310	209	176	133	231	112	295	295	188	215
HIS92_RS24515	NZ_CP051858.1	4781095	4782213	+	1119	229	198	187	149	230	171	243	137	246	160	159	168	208	131	137	241	139	168
HIS92_RS24520	NZ_CP051858.1	4782247	4782996	-	750	1	0	2	0	0	0	3	0	0	2	0	3	1	3	1	0	1	2
HIS92_RS24525	NZ_CP051858.1	4783948	4785258	+	1311	0	0	2	0	0	0	1	0	0	2	0	5	0	4	1	1	6	0
HIS92_RS24530	NZ_CP051858.1	4785255	4785953	+	699	0	1	2	0	1	1	1	2	0	1	0	0	0	2	0	1	0	1
HIS92_RS24535	NZ_CP051858.1	4785938	4786600	+	663	0	0	2	0	1	1	1	0	1	0	1	2	2	1	1	0	0	0
HIS92_RS24540	NZ_CP051858.1	4786616	4787884	+	1269	3	2	9	1	11	7	0	2	2	4	0	1	2	5	7	3	2	1
HIS92_RS24545	NZ_CP051858.1	4787881	4788780	+	900	5	8	6	7	14	8	9	11	8	8	1	15	5	16	7	9	3	3
HIS92_RS24550	NZ_CP051858.1	4788924	4790309	+	1386	8	36	14	18	12	23	22	18	13	20	22	10	19	5	27	14	12	22
HIS92_RS24555	NZ_CP051858.1	4790520	4791941	+	1422	4	31	19	40	4	28	10	26	1	10	12	31	13	23	8	21	7	11
HIS92_RS24560	NZ_CP051858.1	4791938	4792210	+	273	0	5	6	7	1	5	0	5	1	1	1	5	1	2	0	3	0	4
HIS92_RS24565	NZ_CP051858.1	4792283	4792498	+	216	77	55	69	57	51	37	52	43	129	59	55	46	32	70	34	132	53	80
HIS92_RS24570	NZ_CP051858.1	4792748	4793410	+	663	0	0	2	3	0	0	4	1	5	2	2	1	1	0	1	0	0	0
HIS92_RS24575	NZ_CP051858.1	4793415	4793570	-	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIS92_RS24580	NZ_CP051858.1	4793720	4793899	+	180	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	1	0
HIS92_RS24585	NZ_CP051858.1	4794011	4794193	+	183	7	30	10	39	33	44	38	29	18	19	11	24	15	38	21	32	14	18
HIS92_RS24590	NZ_CP051858.1	4794193	4795014	+	822	90	387	172	346	224	362	304	254	122	219	151	268	235	241	208	339	131	156
HIS92_RS24595	NZ_CP051858.1	4794996	4795751	+	756	146	490	190	435	324	475	382	308	154	294	162	266	293	304	296	384	167	290
HIS92_RS24600	NZ_CP051858.1	4795829	4796464	+	636	44	123	58	115	69	117	87	75	35	70	41	68	66	73	81	80	29	46
HIS92_RS24605	NZ_CP051858.1	4796454	4797335	-	882	67	77	77	83	74	83	75	94	97	90	62	112	99	102	75	96	48	102
HIS92_RS24610	NZ_CP051858.1	4797689	4798003	-	315	2564	1859	1848	1259	1291	1039	1408	1222	4330	1069	1890	1132	1075	1381	916	2967	1657	1758
HIS92_RS24615	NZ_CP051858.1	4798665	4798958	+	294	0	0	0	0	0	1	0	2	0	0	0	3	0	0	0	1	5	0
HIS92_RS24620	NZ_CP051858.1	4799102	4799353	+	252	0	2	0	1	2	0	0	0	5	0	0	0	0	0	2	0	0	0
HIS92_RS24625	NZ_CP051858.1	4799491	4800027	+	537	7	11	7	3	5	1	10	3	6	4	3	1	4	3	5	7	6	7
HIS92_RS24630	NZ_CP051858.1	4800181	4800756	+	576	2	0	0	0	0	2	0	0	1	0	1	1	2	3	0	0	1	0
HIS92_RS24635	NZ_CP051858.1	4801451	4801645	-	195	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0
HIS92_RS24640	NZ_CP051858.1	4801911	4802501	+	591	1	3	3	3	1	2	0	1	7	0	5	4	2	0	1	5	7	5
HIS92_RS24645	NZ_CP051858.1	4802997	4803995	+	999	1	0	4	4	0	4	5	1	1	2	0	2	0	3	2	6	2	6
HIS92_RS24650	NZ_CP051858.1	4804192	4805043	+	852	127	199	126	95	119	67	179	108	196	105	96	122	170	119	123	110	101	69
HIS92_RS24655	NZ_CP051858.1	4805461	4805679	+	219	2	0	2	1	0	1	2	1	0	0	0	0	0	1	1	0	0	0
HIS92_RS24660	NZ_CP051858.1	4805924	4806330	+	407	8	9	6	0	4	2	7	6	12	2	5	5	9	9	9	21	3	15
HIS92_RS24665	NZ_CP051858.1	4806661	4806996	+	336	13	1	12	2	9	3	9	2	8	8	10	9	17	5	99	159	123	191
HIS92_RS24670	NZ_CP051858.1	4807205	4807420	-	216	0	3	2	0	0	0	0	0	0	0	0	0	1	0	1	2	3	1
HIS92_RS24675	NZ_CP051858.1	4807627	4807965	+	339	46	20	23	13	24	16	39	19	64	16	27	10	32	15	90	166	110	204
HIS92_RS24680	NZ_CP051858.1	4808007	4808208	+	202	45	17	32	13	11	16	21	11	52	17	23	10	15	20	39	98	53	100
HIS92_RS24685	NZ_CP051858.1	4808351	4809058	+	708	15	10	24	7	15	4	10	11	9	13	5	12	9	14	6	14	12	9
HIS92_RS24690	NZ_CP051858.1	4809200	4809874	+	675	1	2	1	0	0	1	2	1	1	0	0	1	0	0	1	1	6	1
HIS92_RS24695	NZ_CP051858.1	4809989	4810201	+	213	11	16	13	24	12	18	26	18	23	22	15	14	11	14	20	32	9	12
HIS92_RS24700	NZ_CP051858.1	4810266	4810475	-	210	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
HIS92_RS24705	NZ_CP051858.1	4810942	4813440	+	2499	1429	1612	1931	1478	2005	1500	2243	1815	2455	1801	1525	1724	1901	1588	1485	1769	1166	1154
HIS92_RS24710	NZ_CP051858.1	4813834	4814115	-	282	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
HIS92_RS24715	NZ_CP051858.1	4814297	4815496	+	1200	13	73	14	67	11	61	7	36	13	20	5	68	6	56	5	49	2	39
HIS92_RS24720	NZ_CP051858.1	4815512	4815802	+	291	4	15	4	11	0	14	5	7	3	3	2	25	3	14	1	11	0	8
HIS92_RS24725	NZ_CP051858.1	4816198	4817319	+	1122	4	6	2	3	1	4	2	5	5	1	1	5	2	8	3	7	6	12
HIS92_RS24730	NZ_CP051858.1	4817418	4818854	+	1437	10	18	16	17	19	10	16	16	5	15	7	26	15	7	16	14	18	13
HIS92_RS24735	NZ_CP051858.1	4818873	4819781	+	909	15	12	11	9	14	18	15	14	11	12	11	2	14	15	8	3	5	8
HIS92_RS24740	NZ_CP051858.1	4819935	4821644	+	1710	13	32	24	25	17	47	25	14	14	23	18	22	21	10	15	28	17	8
HIS92_RS24745	NZ_CP051858.1	4821661	4822551	+	891	1	5	12	12	12	12	11	13	2	9	6	6	10	4	5	7	4	4
HIS92_RS24750	NZ_CP051858.1	4822574	4824034	+	1461	8	25	8	23	19	36	26	14	10	15	11	17	24	5	14	26	12	18
HIS92_RS24755	NZ_CP051858.1	4824106	4824738	-	633	8	16	23	16	21	19	16	31	25	22	22	12	17	14	20	26	11	28
HIS92_RS24760	NZ_CP051858.1	4824990	4826045	-	1056	24	106	39	133	41	111	56	106	26	64	35	127	68	86	75	84	50	80
HIS92_RS24765	NZ_CP051858.1	4826376	4826633	+	258	116	141	157	116	124	119	134	189	353	138	134	140	125	198	90	521	224	361
HIS92_RS24770	NZ_CP051858.1	4826818	4827057	+	240	16	10	21	15	16	17	36	16	27	18	15	8	21	13	26	20	21	13
HIS92_RS24775	NZ_CP051858.1	4827073	4828230	+	1158	111	168	162	170	227	168	251	154	186	142	156	140	242	116	217	181	152	130
HIS92_RS24780	NZ_CP051858.1	4828227	4831316	+	3090	189	458	481	455	594	613	745	373	292	420	336	309	600	342	572	450	478	306
HIS92_RS24785	NZ_CP051858.1	4831422	4831595	-	174	2	1	3	1	0	0	3	1	1	0	1	5	5	1	0	0	0	2
HIS92_RS24790	NZ_CP051858.1	4831931	4832230	+	300	945	1046	573	476	407	512	450	481	1067	289	465	583	300	733	216	1082	423	467
HIS92_RS24795	NZ_CP051858.1	4832289	4832474	-	186	1	0	2	1	5	4	4	4	4	0	0	6	1	5	0	0	0	3
HIS92_RS24800	NZ_CP051858.1	4832941	4834143	+	1203	80	40	85	90	73	154	72	192	223	173	41	56	41	146	45	255	92	183
HIS92_RS24805	NZ_CP051858.1	4834788	4835573	+	786	8	56	11	36	23	13	44	10	19	32	15	28	41	26	6	15	19	18
HIS92_RS24810	NZ_CP051858.1	4835599	4836798	+	1200	25	236	62	165	111	102	77	39	48	74	55	82	85	64	63	40	70	52
HIS92_RS24815	NZ_CP051858.1	4836811	4838427	+	1617	29	244	46	166	72	82	87	54	35	48	43	100	50	81	64	74	56	53
HIS92_RS24820	NZ_CP051858.1	4838452	4839345	+	894	15	166	33	103	49	54	69	43	31	30	35	66	44	38	21	30	46	21
HIS92_RS24825	NZ_CP051858.1	4839379	4846536	+	7158	183	1765	302	1009	377	621	416	210	209	236	233	753	289	385	208	214	242	174
HIS92_RS24830	NZ_CP051858.1	4846533	4846757	+	225	3	52	4	32	5	22	6	7	4	2	4	17	3	13	9	3	3	3
HIS92_RS24835	NZ_CP051858.1	4846757	4848187	+	1431	27	488	55	286	56	176	68	61	40	43	31	234	67	129	42	54	41	44
HIS92_RS24840	NZ_CP051858.1	4848245	4848994	+	750	26	262	56	174	69	107	66	41	51	41	30	144	63	66	56	49	39	29
HIS92_RS24845	NZ_CP051858.1	4849019	4849561	+	543	31	216	27	111	44	69	65	40	39	31	32	113	23	68	28	39	27	23
HIS92_RS24850	NZ_CP051858.1	4849600	4849872	-	273	14	33	11	19	14	15	14	17	21	15	14	28	7	25	8	31	11	16
HIS92_RS24855	NZ_CP051858.1	4850077	4850844	+	768	14	42	31	28	27	46	43	29	23	28	21	29	42	15	36	34	20	17
HIS92_RS24860	NZ_CP051858.1	4850859	4851383	+	525	12	26	15	17	29	21	37	25	13	21	19	14	31	13	33	21	13	12
HIS92_RS24865	NZ_CP051858.1	4851475	4852668	-	1194	3	3	4	4	3	2	0	0	7	7	0	9	1	0	1	3	1	0
HIS92_RS24870	NZ_CP051858.1	4852895	4854262	-	1368	184	116	224	185	255	157	237	170	248	177	175	190	247	130	216	217	151	233
HIS92_RS24875	NZ_CP051858.1	4854699	4855274	-	576	33	28	29	27	28	21	41	24	40	32	31	20	41	20	28	30	22	29
HIS92_RS24880	NZ_CP051858.1	4855407	4855751	+	345	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0
HIS92_RS24885	NZ_CP051858.1	4856148	4856768	+	621	1	4	4	0	7	1	4	2	1	0	7	1	8	1	12	1	2	1
HIS92_RS24890	NZ_CP051858.1	4856955	4857662	+	708	515	434	514	430	651	484	565	366	566	459	420	340	534	353	601	511	393	341
HIS92_RS24895	NZ_CP051858.1	4858311	4860233	+	1923	70	71	103	77	103	98	130	44	73	55	60	50	113	35	96	47	86	42
HIS92_RS24900	NZ_CP051858.1	4860483	4861250	+	768	14	16	17	9	20	15	8	19	8	17	9	13	11	4	5	9	10	7
HIS92_RS24905	NZ_CP051858.1	4861262	4863142	+	1881	36	51	28	52	51	42	41	47	42	22	24	47	30	32	37	44	40	41
HIS92_RS24910	NZ_CP051858.1	4863291	4863391	+	101	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HIS92_RS24915	NZ_CP051858.1	4863464	4864201	-	738	0	1	0	2	0	0	1	1	0	0	1	1	1	0	0	0	1	0
HIS92_RS24920	NZ_CP051858.1	4864357	4865223	+	867	38	73	80	74	124	127	132	103	55	88	91	92	92	65	74	97	65	73
HIS92_RS24930	NZ_CP051859.1	819	1694	+	876	557	979	600	692	377	429	357	827	400	422	485	1101	422	952	235	676	396	945
HIS92_RS24935	NZ_CP051859.1	1708	2364	+	657	63	65	30	47	27	28	26	51	35	22	25	42	33	64	23	35	28	70
HIS92_RS24940	NZ_CP051859.1	2355	2774	+	420	30	50	31	35	36	19	19	40	29	10	27	52	21	47	16	23	31	63
HIS92_RS24945	NZ_CP051859.1	3435	3683	+	249	150	84	109	123	99	56	87	124	109	59	125	116	72	111	90	111	208	307
HIS92_RS24950	NZ_CP051859.1	3709	4503	+	795	416	386	417	456	329	328	278	486	313	244	451	504	307	474	237	424	565	1107
HIS92_RS24955	NZ_CP051859.1	4572	5216	+	645	234	278	225	242	165	192	142	284	165	126	218	293	159	245	88	212	237	449
HIS92_RS24960	NZ_CP051859.1	5219	6754	+	1536	606	743	526	645	489	455	372	735	436	360	515	814	431	727	249	582	634	1022
HIS92_RS24965	NZ_CP051859.1	6897	7664	+	768	259	325	237	321	214	214	157	275	201	120	235	374	183	309	77	282	366	685
HIS92_RS24970	NZ_CP051859.1	7727	9826	+	2100	1236	1761	1228	1510	917	994	720	1604	1053	782	1107	2044	959	1621	528	1308	1093	2187
HIS92_RS24975	NZ_CP051859.1	9866	10333	+	468	164	202	150	205	116	136	73	187	139	98	122	217	105	158	63	164	125	289
HIS92_RS24980	NZ_CP051859.1	10383	10622	+	240	27	39	23	39	34	21	22	55	26	21	23	63	24	56	24	35	32	59
HIS92_RS24985	NZ_CP051859.1	10684	12654	+	1971	814	1035	909	893	1030	772	1080	906	654	604	851	1061	968	987	789	884	886	1216
HIS92_RS24990	NZ_CP051859.1	12872	13741	+	870	245	179	216	147	152	117	118	163	172	104	141	252	159	240	108	193	258	410
HIS92_RS24995	NZ_CP051859.1	14264	15526	+	1263	3629	7705	2308	4823	1447	2993	1164	5677	2123	2336	2231	9923	1582	8809	879	5947	1541	6929
HIS92_RS25000	NZ_CP051859.1	16033	17019	+	987	194	217	221	171	134	138	120	227	125	83	152	210	145	193	117	183	182	284
HIS92_RS25005	NZ_CP051859.1	17037	18188	+	1152	309	362	315	296	272	250	227	334	222	171	308	387	236	356	181	252	282	467
HIS92_RS25010	NZ_CP051859.1	18192	18929	+	738	176	192	157	201	153	126	155	156	120	118	178	180	154	216	113	146	157	256
HIS92_RS25015	NZ_CP051859.1	18926	19246	+	321	40	52	25	49	19	29	31	41	20	32	44	32	38	39	33	37	29	46
HIS92_RS25020	NZ_CP051859.1	19632	20087	+	456	6	3	7	13	5	3	4	9	8	5	3	8	10	7	7	6	14	9
HIS92_RS25025	NZ_CP051859.1	20089	20496	+	408	13	13	12	5	20	27	22	12	11	15	9	29	19	11	23	14	11	27
HIS92_RS25030	NZ_CP051859.1	20493	21128	-	636	6	9	3	0	6	2	1	3	3	4	7	7	2	5	3	10	3	5
HIS92_RS25035	NZ_CP051859.1	21422	21910	+	489	9	8	6	5	15	2	15	4	4	5	8	8	8	9	6	8	7	18
