Geneid	Chr	Start	End	Strand	Length	B1-t0-1	B2-t0-2	B3-t0-3	G1-t0-1	G2-t0-2	G3-t0-3	B1M-t0-1	B2M-t0-2	B3M-t0-3	G1M-t0-1	G2M-t0-2	G3M-t0-3
HIS92_RS24120	NZ_CP051858.1	4695787	4696005	+	219	4	7	5	8	8	3	4	1	3	0	3	2
HIS92_RS24125	NZ_CP051858.1	4696117	4696608	+	492	10	4	5	4	7	4	1	2	4	6	5	5
HIS92_RS24130	NZ_CP051858.1	4697189	4701391	+	4203	276	197	293	175	138	250	297	203	223	114	121	89
HIS92_RS24135	NZ_CP051858.1	4701778	4704879	+	3102	329	199	281	383	357	457	373	345	335	249	267	201
HIS92_RS24140	NZ_CP051858.1	4705201	4706712	+	1512	1	1	3	2	2	0	10	3	6	5	2	0
HIS92_RS24145	NZ_CP051858.1	4706819	4707298	-	480	0	0	0	0	0	0	0	0	0	0	0	0
HIS92_RS24150	NZ_CP051858.1	4707843	4709141	+	1299	96	69	75	77	97	74	102	106	113	62	59	57
HIS92_RS24155	NZ_CP051858.1	4709665	4711005	+	1341	70	62	48	35	69	63	47	33	50	15	23	19
HIS92_RS24160	NZ_CP051858.1	4711052	4711957	+	906	46	42	49	43	67	74	32	40	34	15	25	25
HIS92_RS24165	NZ_CP051858.1	4711994	4712569	-	576	35	46	74	53	44	61	11	17	23	24	35	18
HIS92_RS24170	NZ_CP051858.1	4712594	4713391	-	798	56	38	92	88	73	87	20	43	32	32	39	35
HIS92_RS24175	NZ_CP051858.1	4713582	4714247	+	666	28	22	22	13	19	32	20	36	18	21	20	18
HIS92_RS24180	NZ_CP051858.1	4714453	4715892	+	1440	3	2	6	10	9	8	0	0	6	2	4	2
HIS92_RS24185	NZ_CP051858.1	4715971	4717173	+	1203	6	4	6	6	2	4	3	4	2	7	4	7
HIS92_RS24190	NZ_CP051858.1	4717360	4718055	+	696	9	6	4	5	3	10	0	0	1	0	1	0
HIS92_RS24195	NZ_CP051858.1	4718144	4718617	+	474	160	157	137	102	140	159	321	257	155	157	95	92
HIS92_RS24200	NZ_CP051858.1	4718614	4719054	+	441	184	141	127	121	133	178	221	203	170	139	133	87
HIS92_RS24205	NZ_CP051858.1	4719296	4719718	+	423	42	29	32	46	39	46	24	47	42	23	57	33
HIS92_RS24210	NZ_CP051858.1	4719729	4719947	+	219	21	32	27	25	30	36	11	49	29	29	34	13
HIS92_RS24215	NZ_CP051858.1	4720096	4720623	-	528	11	8	18	38	24	48	0	7	8	18	21	20
HIS92_RS24220	NZ_CP051858.1	4720653	4721084	-	432	11	11	18	22	12	16	9	7	4	9	12	8
HIS92_RS24225	NZ_CP051858.1	4721238	4721948	+	711	16	28	40	46	40	62	10	17	10	14	26	16
HIS92_RS24230	NZ_CP051858.1	4721941	4723140	+	1200	85	56	108	124	118	175	37	41	45	45	56	64
HIS92_RS24235	NZ_CP051858.1	4723423	4724010	+	588	510	388	480	542	570	580	398	520	432	386	490	293
HIS92_RS24240	NZ_CP051858.1	4724117	4724752	+	636	7	1	12	9	5	10	4	0	2	10	5	7
HIS92_RS24245	NZ_CP051858.1	4724754	4725140	+	387	9	5	10	2	6	14	2	0	2	3	0	6
HIS92_RS24250	NZ_CP051858.1	4725152	4726084	+	933	12	15	28	37	14	32	8	12	15	21	9	12
HIS92_RS24255	NZ_CP051858.1	4726135	4727592	-	1458	138	105	188	187	125	200	109	138	171	136	198	124
HIS92_RS24260	NZ_CP051858.1	4727791	4728747	+	957	748	565	802	633	518	682	324	468	514	303	354	268
HIS92_RS24265	NZ_CP051858.1	4728767	4729255	+	489	345	301	468	297	349	341	277	287	280	196	184	143
HIS92_RS24270	NZ_CP051858.1	4729412	4731397	+	1986	2390	1849	2891	2971	2689	3608	2207	2159	2239	2260	2782	2274
HIS92_RS24275	NZ_CP051858.1	4731637	4732272	+	636	286	262	350	228	219	209	150	268	276	125	180	110
HIS92_RS24280	NZ_CP051858.1	4732384	4733103	+	720	336	422	771	566	596	827	275	402	588	407	404	262
HIS92_RS24285	NZ_CP051858.1	4733145	4733801	-	657	177	169	230	221	201	177	95	142	190	132	166	108
HIS92_RS24290	NZ_CP051858.1	4734015	4734200	+	186	7	5	5	11	17	19	16	19	7	11	6	13
HIS92_RS24295	NZ_CP051858.1	4734258	4734983	+	726	13	2	7	29	17	14	34	26	19	28	19	13
HIS92_RS24300	NZ_CP051858.1	4735313	4735564	+	252	13	12	5	41	14	19	3	3	5	26	17	10
HIS92_RS24305	NZ_CP051858.1	4735717	4736559	+	843	1959	1341	2265	1929	1640	2039	1159	1736	1815	1369	1386	1019
HIS92_RS24310	NZ_CP051858.1	4736835	4737809	-	975	84	48	113	111	108	81	51	62	85	61	71	49
HIS92_RS24315	NZ_CP051858.1	4738145	4738732	+	588	1212	944	1792	1400	1897	1999	913	1412	1985	1187	1731	1310
HIS92_RS24320	NZ_CP051858.1	4738768	4739229	-	462	0	0	0	0	0	0	0	2	1	0	3	0
HIS92_RS24325	NZ_CP051858.1	4739447	4741348	+	1902	14311	10893	15931	13793	11980	14814	8847	11419	12604	7556	9479	6506
HIS92_RS24330	NZ_CP051858.1	4741442	4741801	+	360	138	131	157	188	151	162	66	80	107	85	89	58
HIS92_RS24335	NZ_CP051858.1	4741853	4742182	+	330	67	72	91	74	87	72	52	54	72	60	49	38
HIS92_RS24340	NZ_CP051858.1	4742285	4743271	+	987	2	2	4	4	6	10	5	4	7	5	5	4
HIS92_RS24345	NZ_CP051858.1	4743511	4744476	+	966	556	665	1032	695	626	666	733	688	851	303	343	298
HIS92_RS24350	NZ_CP051858.1	4744603	4745478	+	876	136	105	143	151	173	135	120	169	148	78	93	59
HIS92_RS24355	NZ_CP051858.1	4745577	4746224	+	648	317	218	300	328	313	334	185	206	207	205	212	158
HIS92_RS24360	NZ_CP051858.1	4746467	4746955	+	489	296	204	349	220	280	264	89	167	162	164	151	93
HIS92_RS24365	NZ_CP051858.1	4747391	4747939	+	549	101	80	83	105	83	105	64	86	81	84	80	38
HIS92_RS24370	NZ_CP051858.1	4747974	4748423	-	450	1	3	0	2	0	1	0	0	1	0	1	0
HIS92_RS24375	NZ_CP051858.1	4748655	4749548	+	894	44	25	58	73	60	74	32	37	29	44	27	16
HIS92_RS24380	NZ_CP051858.1	4749728	4750825	+	1098	13	5	10	7	20	14	11	15	10	14	13	11
HIS92_RS24385	NZ_CP051858.1	4750840	4751481	+	642	7	5	5	5	8	8	18	7	10	14	9	7
HIS92_RS24390	NZ_CP051858.1	4751685	4752539	+	855	109	95	116	131	115	119	133	113	129	75	74	67
HIS92_RS24395	NZ_CP051858.1	4752702	4753565	+	864	81	72	102	84	84	116	79	84	66	71	60	61
HIS92_RS24400	NZ_CP051858.1	4753861	4754898	+	1038	1739	1635	1564	2507	3452	2554	3458	3515	2048	2470	3086	1188
HIS92_RS24405	NZ_CP051858.1	4755050	4756069	-	1020	35	13	29	38	39	22	12	19	13	24	27	12
HIS92_RS24410	NZ_CP051858.1	4756066	4756968	-	903	1	10	6	4	1	4	0	1	0	1	4	3
HIS92_RS24415	NZ_CP051858.1	4757529	4759064	+	1536	145	127	92	65	45	81	315	184	70	58	61	41
HIS92_RS24420	NZ_CP051858.1	4759082	4760431	+	1350	183	102	44	45	39	38	265	156	45	47	29	19
HIS92_RS24425	NZ_CP051858.1	4760450	4761346	+	897	235	177	110	73	85	78	363	248	94	72	61	36
HIS92_RS24430	NZ_CP051858.1	4761415	4762179	-	765	2	6	1	2	0	2	1	1	3	0	0	1
HIS92_RS24435	NZ_CP051858.1	4762319	4763539	+	1221	4	3	1	1	0	4	2	1	0	2	1	0
HIS92_RS24440	NZ_CP051858.1	4763574	4764728	+	1155	4	4	6	4	8	2	1	7	6	4	2	1
HIS92_RS24445	NZ_CP051858.1	4764873	4765409	+	537	39	18	17	26	40	29	21	28	18	17	20	23
HIS92_RS24450	NZ_CP051858.1	4765411	4766640	+	1230	69	51	62	79	87	101	118	90	71	59	71	64
HIS92_RS24455	NZ_CP051858.1	4766705	4767262	+	558	44	48	61	74	56	66	59	56	64	52	52	45
HIS92_RS24460	NZ_CP051858.1	4767363	4768310	+	948	138	68	136	82	63	101	138	153	161	77	104	79
HIS92_RS24465	NZ_CP051858.1	4768314	4769825	+	1512	281	169	256	177	138	241	340	336	385	162	228	190
HIS92_RS24470	NZ_CP051858.1	4770039	4771466	+	1428	139	246	746	520	414	648	90	174	347	140	199	80
HIS92_RS24475	NZ_CP051858.1	4771544	4771804	+	261	25	11	13	11	21	18	17	13	11	36	12	12
HIS92_RS24480	NZ_CP051858.1	4771910	4773727	+	1818	3	4	5	2	6	5	6	5	10	2	1	3
HIS92_RS24485	NZ_CP051858.1	4773717	4775567	+	1851	9	9	19	25	6	14	12	10	16	12	10	6
HIS92_RS24490	NZ_CP051858.1	4775844	4776440	+	597	69	65	34	39	28	40	46	58	39	29	26	23
HIS92_RS24495	NZ_CP051858.1	4776537	4777079	-	543	0	0	1	1	0	1	0	0	2	0	0	0
HIS92_RS24500	NZ_CP051858.1	4777434	4778789	+	1356	86	79	72	70	46	80	95	93	67	55	51	32
HIS92_RS24505	NZ_CP051858.1	4778922	4780346	+	1425	524	399	583	467	377	587	582	715	759	460	533	388
HIS92_RS24510	NZ_CP051858.1	4780450	4780842	-	393	1094	919	1324	1194	1098	1242	594	1047	1136	1047	1104	851
HIS92_RS24515	NZ_CP051858.1	4781095	4782213	+	1119	300	312	235	406	465	368	366	421	264	429	318	254
HIS92_RS24520	NZ_CP051858.1	4782247	4782996	-	750	0	1	6	5	2	9	3	7	3	0	2	1
HIS92_RS24525	NZ_CP051858.1	4783948	4785258	+	1311	0	1	1	0	3	1	2	1	2	0	2	0
HIS92_RS24530	NZ_CP051858.1	4785255	4785953	+	699	0	0	0	0	2	0	2	0	2	0	0	1
HIS92_RS24535	NZ_CP051858.1	4785938	4786600	+	663	0	1	0	1	1	0	2	1	3	1	0	1
HIS92_RS24540	NZ_CP051858.1	4786616	4787884	+	1269	1	3	4	5	5	3	4	2	7	7	3	0
HIS92_RS24545	NZ_CP051858.1	4787881	4788780	+	900	22	3	7	17	6	17	22	7	11	8	12	8
HIS92_RS24550	NZ_CP051858.1	4788924	4790309	+	1386	13	17	15	28	21	28	28	17	21	8	11	14
HIS92_RS24555	NZ_CP051858.1	4790520	4791941	+	1422	12	9	11	25	12	9	7	6	12	17	11	15
HIS92_RS24560	NZ_CP051858.1	4791938	4792210	+	273	1	1	1	4	8	3	0	1	1	1	1	2
HIS92_RS24565	NZ_CP051858.1	4792283	4792498	+	216	22	8	22	9	7	17	10	9	13	5	7	6
HIS92_RS24570	NZ_CP051858.1	4792748	4793410	+	663	0	0	0	0	0	0	0	0	1	0	0	0
HIS92_RS24575	NZ_CP051858.1	4793415	4793570	-	156	0	0	0	0	0	0	0	0	0	0	0	0
HIS92_RS24580	NZ_CP051858.1	4793720	4793899	+	180	0	0	0	0	0	0	0	0	0	0	1	0
HIS92_RS24585	NZ_CP051858.1	4794011	4794193	+	183	80	96	134	174	212	152	61	102	109	113	133	78
HIS92_RS24590	NZ_CP051858.1	4794193	4795014	+	822	298	316	504	549	658	580	278	384	380	426	495	322
HIS92_RS24595	NZ_CP051858.1	4794996	4795751	+	756	403	315	569	615	840	743	629	579	595	628	670	411
HIS92_RS24600	NZ_CP051858.1	4795829	4796464	+	636	97	71	113	147	143	153	154	113	135	143	157	116
HIS92_RS24605	NZ_CP051858.1	4796454	4797335	-	882	80	60	138	86	54	110	25	55	69	53	71	38
HIS92_RS24610	NZ_CP051858.1	4797689	4798003	-	315	1233	930	1370	933	822	946	714	1231	1426	971	999	882
HIS92_RS24615	NZ_CP051858.1	4798665	4798958	+	294	0	0	0	1	0	0	0	0	0	2	0	0
HIS92_RS24620	NZ_CP051858.1	4799102	4799353	+	252	3	0	2	0	2	0	0	0	2	1	2	2
HIS92_RS24625	NZ_CP051858.1	4799491	4800027	+	537	2	2	8	2	7	8	3	5	4	2	8	4
HIS92_RS24630	NZ_CP051858.1	4800181	4800756	+	576	0	0	0	0	0	0	0	0	0	1	1	1
HIS92_RS24635	NZ_CP051858.1	4801451	4801645	-	195	2	1	0	3	0	1	0	0	3	0	3	1
HIS92_RS24640	NZ_CP051858.1	4801911	4802501	+	591	3	2	4	2	5	4	2	10	4	1	2	3
HIS92_RS24645	NZ_CP051858.1	4802997	4803995	+	999	1	0	3	2	0	0	2	2	3	0	0	1
HIS92_RS24650	NZ_CP051858.1	4804192	4805043	+	852	317	234	216	191	176	232	42	104	85	58	75	53
HIS92_RS24655	NZ_CP051858.1	4805461	4805679	+	219	0	0	0	2	0	0	0	0	1	0	0	0
HIS92_RS24660	NZ_CP051858.1	4805924	4806330	+	407	0	1	1	0	0	0	1	1	0	3	0	0
HIS92_RS24665	NZ_CP051858.1	4806661	4806996	+	336	19	17	29	10	6	7	98	123	195	153	113	121
HIS92_RS24670	NZ_CP051858.1	4807205	4807420	-	216	0	0	1	0	0	0	0	0	2	1	2	1
HIS92_RS24675	NZ_CP051858.1	4807627	4807965	+	339	21	30	19	20	13	16	31	36	66	37	44	53
HIS92_RS24680	NZ_CP051858.1	4808007	4808208	+	202	16	9	13	15	13	5	24	23	41	21	25	30
HIS92_RS24685	NZ_CP051858.1	4808351	4809058	+	708	23	6	24	31	27	15	10	11	9	19	18	21
HIS92_RS24690	NZ_CP051858.1	4809200	4809874	+	675	1	0	4	0	1	2	0	3	1	0	0	2
HIS92_RS24695	NZ_CP051858.1	4809989	4810201	+	213	22	24	28	51	30	22	17	26	24	13	30	13
HIS92_RS24700	NZ_CP051858.1	4810266	4810475	-	210	0	0	0	0	0	0	0	0	2	0	0	0
HIS92_RS24705	NZ_CP051858.1	4810942	4813440	+	2499	990	756	1317	874	907	1223	886	530	610	331	351	272
HIS92_RS24710	NZ_CP051858.1	4813834	4814115	-	282	0	0	0	0	0	0	0	0	1	0	0	0
HIS92_RS24715	NZ_CP051858.1	4814297	4815496	+	1200	8	2	12	5	9	5	2	0	3	9	5	6
HIS92_RS24720	NZ_CP051858.1	4815512	4815802	+	291	1	0	2	1	5	1	2	0	0	0	0	2
HIS92_RS24725	NZ_CP051858.1	4816198	4817319	+	1122	3	1	10	6	5	3	2	2	1	1	1	0
HIS92_RS24730	NZ_CP051858.1	4817418	4818854	+	1437	21	13	16	35	24	36	17	23	20	22	16	12
HIS92_RS24735	NZ_CP051858.1	4818873	4819781	+	909	14	4	7	15	24	10	8	12	24	8	16	6
HIS92_RS24740	NZ_CP051858.1	4819935	4821644	+	1710	16	26	17	22	27	25	24	16	15	16	24	10
HIS92_RS24745	NZ_CP051858.1	4821661	4822551	+	891	7	12	3	14	16	16	16	10	10	17	7	1
HIS92_RS24750	NZ_CP051858.1	4822574	4824034	+	1461	32	20	26	51	25	43	41	25	26	25	41	17
HIS92_RS24755	NZ_CP051858.1	4824106	4824738	-	633	44	48	38	65	56	32	33	51	30	30	48	32
HIS92_RS24760	NZ_CP051858.1	4824990	4826045	-	1056	146	77	83	179	131	182	113	118	113	171	189	139
HIS92_RS24765	NZ_CP051858.1	4826376	4826633	+	258	17	15	21	19	15	19	32	36	29	19	20	13
HIS92_RS24770	NZ_CP051858.1	4826818	4827057	+	240	33	29	27	37	31	31	18	27	20	31	6	9
HIS92_RS24775	NZ_CP051858.1	4827073	4828230	+	1158	206	123	194	142	178	203	166	157	115	97	122	65
HIS92_RS24780	NZ_CP051858.1	4828227	4831316	+	3090	416	227	336	407	371	443	681	427	373	316	372	246
HIS92_RS24785	NZ_CP051858.1	4831422	4831595	-	174	1	2	0	3	2	2	2	2	2	2	2	2
HIS92_RS24790	NZ_CP051858.1	4831931	4832230	+	300	58	43	63	105	50	38	35	28	52	41	35	28
HIS92_RS24795	NZ_CP051858.1	4832289	4832474	-	186	36	13	17	42	27	17	27	36	18	16	13	5
HIS92_RS24800	NZ_CP051858.1	4832941	4834143	+	1203	1000	3320	2131	4950	4551	2531	1354	3366	1658	3914	2821	1254
HIS92_RS24805	NZ_CP051858.1	4834788	4835573	+	786	1015	943	453	676	596	330	1274	1272	931	500	341	226
HIS92_RS24810	NZ_CP051858.1	4835599	4836798	+	1200	1311	1164	648	1013	837	477	3118	2127	1482	686	613	313
HIS92_RS24815	NZ_CP051858.1	4836811	4838427	+	1617	1654	1563	980	1280	1346	683	3320	3108	2276	1028	1092	564
HIS92_RS24820	NZ_CP051858.1	4838452	4839345	+	894	985	855	667	779	749	446	1862	1745	1191	660	652	303
HIS92_RS24825	NZ_CP051858.1	4839379	4846536	+	7158	4180	3983	3239	3818	4729	2159	9737	9771	8262	3309	4388	2036
HIS92_RS24830	NZ_CP051858.1	4846533	4846757	+	225	45	48	50	71	109	57	227	167	182	52	79	42
HIS92_RS24835	NZ_CP051858.1	4846757	4848187	+	1431	308	421	434	434	747	312	1011	1032	1220	348	706	281
HIS92_RS24840	NZ_CP051858.1	4848245	4848994	+	750	321	418	412	365	641	257	501	735	840	281	452	215
HIS92_RS24845	NZ_CP051858.1	4849019	4849561	+	543	192	305	247	243	375	161	388	454	515	185	273	121
HIS92_RS24850	NZ_CP051858.1	4849600	4849872	-	273	15	10	18	31	34	16	10	14	10	18	15	6
HIS92_RS24855	NZ_CP051858.1	4850077	4850844	+	768	54	41	64	44	70	40	31	20	36	29	37	17
HIS92_RS24860	NZ_CP051858.1	4850859	4851383	+	525	61	39	34	45	49	51	15	39	24	29	29	16
HIS92_RS24865	NZ_CP051858.1	4851475	4852668	-	1194	1	4	3	5	3	0	1	1	4	0	2	2
HIS92_RS24870	NZ_CP051858.1	4852895	4854262	-	1368	66	43	245	81	81	153	22	59	135	51	45	54
HIS92_RS24875	NZ_CP051858.1	4854699	4855274	-	576	122	107	150	94	133	138	26	57	56	47	70	53
HIS92_RS24880	NZ_CP051858.1	4855407	4855751	+	345	0	0	0	2	0	0	0	0	0	0	0	0
HIS92_RS24885	NZ_CP051858.1	4856148	4856768	+	621	3	3	6	2	3	1	4	3	4	0	1	1
HIS92_RS24890	NZ_CP051858.1	4856955	4857662	+	708	610	461	927	563	503	676	271	350	479	215	296	236
HIS92_RS24895	NZ_CP051858.1	4858311	4860233	+	1923	34	20	33	54	33	86	59	29	29	27	34	30
HIS92_RS24900	NZ_CP051858.1	4860483	4861250	+	768	15	15	14	8	14	17	0	3	4	0	7	4
HIS92_RS24905	NZ_CP051858.1	4861262	4863142	+	1881	56	30	39	35	39	76	23	28	26	28	28	7
HIS92_RS24910	NZ_CP051858.1	4863291	4863391	+	101	0	0	0	0	1	0	0	0	0	0	0	0
HIS92_RS24915	NZ_CP051858.1	4863464	4864201	-	738	3	1	1	1	1	2	0	0	3	0	2	1
HIS92_RS24920	NZ_CP051858.1	4864357	4865223	+	867	44	33	33	51	48	54	84	34	32	20	22	16
HIS92_RS24930	NZ_CP051859.1	819	1694	+	876	217	167	255	90	115	117	4432	2128	3713	441	941	1144
HIS92_RS24935	NZ_CP051859.1	1708	2364	+	657	20	11	14	4	7	10	243	187	331	41	61	91
HIS92_RS24940	NZ_CP051859.1	2355	2774	+	420	8	11	15	16	4	10	248	183	321	39	56	77
HIS92_RS24945	NZ_CP051859.1	3435	3683	+	249	71	70	86	25	25	36	3435	2472	4171	484	799	1061
HIS92_RS24950	NZ_CP051859.1	3709	4503	+	795	228	183	263	69	59	70	9448	4963	8267	809	1779	2171
HIS92_RS24955	NZ_CP051859.1	4572	5216	+	645	105	113	168	45	48	44	3826	2034	3476	325	690	901
HIS92_RS24960	NZ_CP051859.1	5219	6754	+	1536	179	199	290	86	66	104	7651	4069	6707	562	1339	1636
HIS92_RS24965	NZ_CP051859.1	6897	7664	+	768	86	109	107	32	52	40	2876	1685	2834	325	538	668
HIS92_RS24970	NZ_CP051859.1	7727	9826	+	2100	394	345	579	163	180	208	12989	6185	10038	1122	2295	2605
HIS92_RS24975	NZ_CP051859.1	9866	10333	+	468	88	64	123	51	31	36	1815	951	1795	217	429	504
HIS92_RS24980	NZ_CP051859.1	10383	10622	+	240	27	17	24	3	6	13	250	147	335	25	73	79
HIS92_RS24985	NZ_CP051859.1	10684	12654	+	1971	899	879	1322	843	779	976	3689	2684	4727	879	1545	1569
HIS92_RS24990	NZ_CP051859.1	12872	13741	+	870	40	35	75	21	14	22	2130	893	1976	165	327	389
HIS92_RS24995	NZ_CP051859.1	14264	15526	+	1263	348	271	457	148	127	172	8258	2816	5572	755	1051	1232
HIS92_RS25000	NZ_CP051859.1	16033	17019	+	987	74	54	70	29	17	40	1996	884	1932	181	388	427
HIS92_RS25005	NZ_CP051859.1	17037	18188	+	1152	260	212	244	120	153	170	2948	1323	2642	340	608	755
HIS92_RS25010	NZ_CP051859.1	18192	18929	+	738	154	123	156	75	90	109	1561	945	1746	259	400	512
HIS92_RS25015	NZ_CP051859.1	18926	19246	+	321	81	56	111	38	50	50	733	336	782	105	209	231
HIS92_RS25020	NZ_CP051859.1	19632	20087	+	456	4	5	4	9	2	3	40	11	39	2	13	17
HIS92_RS25025	NZ_CP051859.1	20089	20496	+	408	3	1	6	3	7	7	53	27	46	20	11	17
HIS92_RS25030	NZ_CP051859.1	20493	21128	-	636	1	1	3	2	1	3	9	2	1	0	0	1
HIS92_RS25035	NZ_CP051859.1	21422	21910	+	489	2	6	3	2	1	5	40	16	47	6	8	8
HIS92_RS25040	NZ_CP051859.1	21992	23089	+	1098	164	115	140	160	163	168	86	96	89	114	101	73
HIS92_RS25045	NZ_CP051859.1	23089	23238	+	150	35	35	32	33	46	36	35	32	33	27	24	24
HIS92_RS25050	NZ_CP051859.1	23604	24026	+	423	42	30	25	18	17	17	1084	817	954	117	182	248
HIS92_RS25055	NZ_CP051859.1	24123	24269	+	147	4	1	1	0	0	0	33	24	27	2	5	5
HIS92_RS25060	NZ_CP051859.1	24290	24565	+	276	1	0	8	2	0	4	49	24	72	4	12	10
HIS92_RS25065	NZ_CP051859.1	24606	25004	+	399	7	3	5	1	2	3	69	53	91	7	15	20
HIS92_RS25070	NZ_CP051859.1	25001	25648	+	648	5	3	1	1	0	1	11	15	11	3	4	3
HIS92_RS25075	NZ_CP051859.1	25642	26196	+	555	2	4	1	3	1	1	28	11	24	0	0	8
HIS92_RS25080	NZ_CP051859.1	26198	26902	+	705	1	7	0	0	1	4	12	3	13	1	0	5
HIS92_RS25085	NZ_CP051859.1	26940	27416	+	477	3	1	1	3	2	0	2	1	1	3	0	3
HIS92_RS25090	NZ_CP051859.1	27421	28263	+	843	6	0	6	6	1	9	8	4	10	2	5	1
HIS92_RS25095	NZ_CP051859.1	28544	31111	+	2568	131	123	237	51	30	65	4276	2645	4932	405	926	1131
HIS92_RS25100	NZ_CP051859.1	31185	32168	+	984	747	779	1095	373	260	346	4069	2742	3548	742	850	1069
HIS92_RS25105	NZ_CP051859.1	32388	32462	+	75	1	1	5	3	0	0	56	64	109	20	14	22
HIS92_RS25110	NZ_CP051859.1	32469	32548	+	80	1	2	2	3	0	1	23	37	87	10	2	14
HIS92_RS25115	NZ_CP051859.1	32557	32644	+	88	24	27	64	10	4	11	1035	960	1093	156	230	247
HIS92_RS25120	NZ_CP051859.1	32842	32916	+	75	15	20	33	7	5	9	585	558	799	112	160	211
HIS92_RS25125	NZ_CP051859.1	32923	32994	+	72	1	2	5	1	0	2	49	34	77	13	24	19
HIS92_RS25130	NZ_CP051859.1	33001	33070	+	70	8	12	19	3	4	7	201	171	262	28	64	56
HIS92_RS25135	NZ_CP051859.1	33276	33352	+	77	20	17	46	4	4	8	582	326	480	62	104	120
HIS92_RS25140	NZ_CP051859.1	33431	33505	+	75	8	15	27	5	1	6	189	118	234	40	39	47
HIS92_RS25145	NZ_CP051859.1	33509	33582	+	74	2	2	2	0	0	1	118	116	140	20	24	26
HIS92_RS25150	NZ_CP051859.1	33593	33667	+	75	7	5	8	5	0	5	221	195	221	23	49	50
HIS92_RS25155	NZ_CP051859.1	33767	33840	+	74	21	14	35	5	5	13	354	374	544	62	106	120
HIS92_RS25160	NZ_CP051859.1	33851	33924	+	74	8	3	9	1	3	1	80	85	149	27	29	49
HIS92_RS25165	NZ_CP051859.1	33954	34026	+	73	15	19	23	10	7	2	219	223	516	79	111	130
HIS92_RS25170	NZ_CP051859.1	34075	34605	+	531	3461	2993	5169	1019	873	1115	22519	25235	41458	8778	10035	13053
HIS92_RS25175	NZ_CP051859.1	34637	34713	+	77	2	3	1	0	0	0	21	25	71	6	18	12
HIS92_RS25180	NZ_CP051859.1	34722	34794	+	73	19	23	42	4	5	10	364	413	736	121	187	193
HIS92_RS25185	NZ_CP051859.1	35071	35154	+	84	58	63	82	15	15	19	1060	1094	1946	375	459	584
HIS92_RS25190	NZ_CP051859.1	35158	35231	+	74	12	10	32	7	3	2	282	222	353	65	94	87
HIS92_RS25195	NZ_CP051859.1	35323	35411	+	89	38	21	37	10	5	9	862	692	1184	206	281	296
HIS92_RS25200	NZ_CP051859.1	35631	36071	+	441	83	50	78	14	24	9	3187	1520	2506	264	517	658
HIS92_RS25205	NZ_CP051859.1	36097	36681	+	585	91	60	117	29	15	23	3559	2520	3978	389	844	938
HIS92_RS25210	NZ_CP051859.1	36695	37195	+	501	61	54	74	11	8	13	2182	1242	2519	234	505	631
HIS92_RS25215	NZ_CP051859.1	37216	37752	+	537	128	141	213	27	33	39	3534	2265	4722	415	916	1255
HIS92_RS25220	NZ_CP051859.1	37783	38115	+	333	113	83	116	32	25	37	1331	966	2492	232	439	714
HIS92_RS25225	NZ_CP051859.1	38112	39200	+	1089	243	235	358	105	93	123	7703	4382	7655	767	1631	2188
HIS92_RS25230	NZ_CP051859.1	39288	39527	+	240	55	32	29	16	7	17	1418	791	1246	150	266	311
HIS92_RS25235	NZ_CP051859.1	39714	40820	+	1107	362	350	329	127	144	191	13879	16321	15690	7753	9136	5970
HIS92_RS25240	NZ_CP051859.1	40869	41024	+	156	13	5	16	9	2	2	194	300	554	182	258	231
HIS92_RS25245	NZ_CP051859.1	41085	42701	+	1617	202	148	329	109	89	157	9576	9585	13623	4624	7417	6592
HIS92_RS25250	NZ_CP051859.1	42813	43892	+	1080	71	94	127	57	54	64	3134	3267	5197	1624	2975	2769
HIS92_RS25255	NZ_CP051859.1	43957	44331	+	375	0	0	0	0	0	0	7	10	23	9	9	19
HIS92_RS25260	NZ_CP051859.1	44400	45260	+	861	99	70	114	28	29	38	2509	1514	2972	263	600	745
HIS92_RS25265	NZ_CP051859.1	45257	45775	+	519	53	46	53	23	22	15	1614	875	1546	160	285	388
HIS92_RS25270	NZ_CP051859.1	45778	45987	+	210	63	68	71	18	11	19	1593	899	1071	130	269	277
HIS92_RS25275	NZ_CP051859.1	46081	46971	+	891	191	135	215	52	56	76	4421	2082	3637	394	800	959
HIS92_RS25280	NZ_CP051859.1	47101	47298	+	198	103	68	119	45	17	29	171	229	269	71	83	92
HIS92_RS25285	NZ_CP051859.1	47448	49409	+	1962	127	126	171	38	34	54	9852	3677	6053	576	1104	1387
HIS92_RS25290	NZ_CP051859.1	49440	49922	+	483	30	37	63	16	14	20	2682	955	1652	150	277	392
HIS92_RS25295	NZ_CP051859.1	49919	50533	+	615	61	49	93	32	29	40	3852	1431	2473	242	447	624
HIS92_RS25300	NZ_CP051859.1	50537	51016	+	480	37	49	51	14	14	22	1428	740	1567	173	384	457
HIS92_RS25305	NZ_CP051859.1	51041	51319	+	279	18	24	43	4	11	24	1015	480	922	103	199	192
HIS92_RS25310	NZ_CP051859.1	51312	52061	+	750	91	78	143	24	35	63	4122	1704	3106	349	659	778
HIS92_RS25315	NZ_CP051859.1	52175	52897	+	723	516	457	665	282	287	341	34154	22861	28641	12800	12730	10555
HIS92_RS25320	NZ_CP051859.1	52890	53048	+	159	20	25	26	16	18	26	992	1031	1268	520	544	436
